timestamp,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2017-08-23 11:59:59.999,1503475200000,4081.63000000,4242.32000000,4057.00000000,4237.99,135.02402200,1503489599999,562615.54910386,1053,36.19523000,151733.19746311,0
2017-08-23 15:59:59.999,1503489600000,4205.98000000,4265.80000000,4150.65000000,4197.05,237.36056900,1503503999999,997806.79953809,2601,128.94771500,543061.81819453,0
2017-08-23 19:59:59.999,1503504000000,4226.94000000,4259.58000000,4103.51000000,4117.07,174.63758500,1503518399999,731256.24764675,1856,53.98407800,227813.43154504,0
2017-08-23 23:59:59.999,1503518400000,4136.48000000,4178.65000000,4069.80000000,4114.01,152.61640200,1503532799999,627682.15643017,1011,39.58737700,163439.97161771,0
2017-08-24 03:59:59.999,1503532800000,4147.00000000,4204.55000000,4085.01000000,4113.58,123.52015000,1503547199999,511550.36438993,903,27.06074300,112391.45240915,0
2017-08-24 07:59:59.999,1503547200000,4113.58000000,4177.64000000,4090.39000000,4153.32,123.17946000,1503561599999,509864.53980426,789,21.65614900,89962.47513220,0
2017-08-24 11:59:59.999,1503561600000,4153.80000000,4250.94000000,4150.00000000,4202.0,171.48648800,1503575999999,718060.12124621,1714,73.05585000,306499.16391631,0
2017-08-24 15:59:59.999,1503576000000,4211.78000000,4250.90000000,4136.33000000,4222.0,146.99734200,1503590399999,615368.84552887,1264,43.38273200,181977.61101503,0
2017-08-24 19:59:59.999,1503590400000,4223.06000000,4250.77000000,4178.22000000,4216.07,111.57935800,1503604799999,469850.39412688,839,16.24123000,68603.33868704,0
2017-08-24 23:59:59.999,1503604800000,4216.10000000,4371.68000000,4193.17000000,4316.01,110.65595500,1503619199999,471782.14806861,738,25.42370800,108945.02297147,0
2017-08-25 03:59:59.999,1503619200000,4316.01000000,4370.00000000,4295.75000000,4312.69,141.10452600,1503633599999,611984.04895229,1511,28.50808800,123930.30981983,0
2017-08-25 07:59:59.999,1503633600000,4312.69000000,4362.00000000,4267.50000000,4329.0,101.50954300,1503647999999,437863.45460033,925,18.26273600,79005.68235136,0
2017-08-25 11:59:59.999,1503648000000,4317.81000000,4361.28000000,4298.74000000,4361.27,74.43306000,1503662399999,322437.97728068,694,15.95957100,69337.48965379,0
2017-08-25 15:59:59.999,1503662400000,4361.27000000,4422.29000000,4261.13000000,4394.36,164.20665600,1503676799999,710205.00769493,2407,23.93043100,103694.08634920,0
2017-08-25 19:59:59.999,1503676800000,4394.36000000,4453.91000000,4284.11000000,4307.17,52.39933000,1503691199999,230331.50713670,518,8.16205100,35850.76446313,0
2017-08-25 23:59:59.999,1503691200000,4326.00000000,4365.00000000,4247.48000000,4280.68,39.95962500,1503705599999,171815.35369834,499,5.27509700,22758.80310914,0
2017-08-26 03:59:59.999,1503705600000,4280.71000000,4315.00000000,4228.99000000,4297.94,41.63856800,1503719999999,178220.54844697,425,5.69084600,24444.92494631,0
2017-08-26 07:59:59.999,1503720000000,4297.94000000,4319.70000000,4252.44000000,4319.7,28.70728800,1503734399999,123253.55557526,264,7.44095800,32017.76138539,0
2017-08-26 11:59:59.999,1503734400000,4319.70000000,4319.70000000,4260.88000000,4288.72,36.15308100,1503748799999,155418.86316773,242,6.65041700,28663.45445840,0
2017-08-26 15:59:59.999,1503748800000,4288.72000000,4306.74000000,4221.14000000,4275.0,34.65498400,1503763199999,147798.52539778,364,11.24579900,48069.60621030,0
2017-08-26 19:59:59.999,1503763200000,4275.00000000,4351.32000000,4212.41000000,4293.52,47.43110800,1503777599999,202533.71619518,550,16.11948900,69037.42708171,0
2017-08-26 23:59:59.999,1503777600000,4293.52000000,4367.00000000,4279.00000000,4337.44,39.52303900,1503791999999,170640.52454918,415,9.04263200,39130.62642034,0
2017-08-27 03:59:59.999,1503792000000,4332.51000000,4400.00000000,4314.91000000,4314.91,62.98038800,1503806399999,274219.29999526,731,18.20244800,79393.00611610,0
2017-08-27 07:59:59.999,1503806400000,4329.19000000,4370.85000000,4293.42000000,4313.84,47.47819900,1503820799999,205503.40860345,500,7.93059100,34370.62024775,0
2017-08-27 11:59:59.999,1503820800000,4331.29000000,4352.34000000,4285.56000000,4323.37,57.13868200,1503835199999,246810.84707828,863,20.35779400,88196.52071802,0
2017-08-27 15:59:59.999,1503835200000,4340.00000000,4340.00000000,4285.54000000,4325.0,35.27742400,1503849599999,152269.97962719,448,6.56283500,28386.25051276,0
2017-08-27 19:59:59.999,1503849600000,4290.01000000,4386.78000000,4290.01000000,4368.41,72.11126000,1503863999999,313605.68114778,588,30.33178400,132177.57760319,0
2017-08-27 23:59:59.999,1503864000000,4336.12000000,4386.79000000,4309.60000000,4310.01,75.70663200,1503878399999,329170.84557361,540,18.26590600,79918.20417433,0
2017-08-28 03:59:59.999,1503878400000,4310.01000000,4330.36000000,4239.36000000,4239.37,73.29535500,1503892799999,314379.26640406,629,12.49560200,53849.44762769,0
2017-08-28 07:59:59.999,1503892800000,4239.36000000,4297.11000000,4124.54000000,4261.9,94.39719800,1503907199999,396586.34938988,913,47.61399900,200858.55109728,0
2017-08-28 11:59:59.999,1503907200000,4261.90000000,4365.40000000,4226.93000000,4308.0,121.72203400,1503921599999,521484.88036312,670,38.24161800,164794.32887094,0
2017-08-28 15:59:59.999,1503921600000,4309.00000000,4347.00000000,4271.03000000,4273.59,121.85855100,1503935999999,524244.46820398,779,24.12777000,104303.25268809,0
2017-08-28 19:59:59.999,1503936000000,4317.20000000,4370.45000000,4273.59000000,4321.65,107.22567700,1503950399999,464100.18749907,757,9.15892900,39831.37853162,0
2017-08-28 23:59:59.999,1503950400000,4321.65000000,4399.82000000,4290.18000000,4386.69,85.34280100,1503964799999,370865.37393942,601,11.14986400,48727.24729572,0
2017-08-29 03:59:59.999,1503964800000,4353.65000000,4386.69000000,4314.35000000,4376.99,78.86207400,1503979199999,343403.76715806,618,15.82229300,69206.25729621,0
2017-08-29 07:59:59.999,1503979200000,4363.48000000,4404.07000000,4313.55000000,4329.02,128.45695900,1503993599999,560654.32401162,894,31.05963800,136160.41910731,0
2017-08-29 11:59:59.999,1503993600000,4328.12000000,4417.61000000,4328.12000000,4368.5,88.05142900,1504007999999,383494.55741863,701,16.67762100,72955.90404663,0
2017-08-29 15:59:59.999,1504008000000,4368.50000000,4625.85000000,4347.59000000,4570.0,128.76457100,1504022399999,578421.24775572,839,37.76182300,171204.94731794,0
2017-08-29 19:59:59.999,1504022400000,4569.65000000,4584.00000000,4496.95000000,4555.55,127.21423000,1504036799999,576878.63766550,751,25.85803400,117677.81217246,0
2017-08-29 23:59:59.999,1504036800000,4540.00000000,4624.99000000,4535.09000000,4587.48,52.19576500,1504051199999,239631.20182038,356,16.26315800,74776.68074603,0
2017-08-30 03:59:59.999,1504051200000,4564.52000000,4619.99000000,4527.45000000,4583.61,119.42503000,1504065599999,547729.40792655,771,12.76524800,58703.78257008,0
2017-08-30 07:59:59.999,1504065600000,4600.00000000,4647.51000000,4550.01000000,4550.02,149.55145100,1504079999999,687373.88670707,787,31.59110200,145750.54088494,0
2017-08-30 11:59:59.999,1504080000000,4550.00000000,4597.00000000,4416.01000000,4498.35,176.15182800,1504094399999,794966.16105540,1337,57.17184000,258275.01388180,0
2017-08-30 15:59:59.999,1504094400000,4537.00000000,4592.76000000,4416.16000000,4546.77,163.01348100,1504108799999,740107.03804100,1200,58.28380700,265961.08849956,0
2017-08-30 19:59:59.999,1504108800000,4555.00000000,4609.92000000,4532.80000000,4536.82,84.84527800,1504123199999,387465.99565689,721,16.29861500,74755.97196937,0
2017-08-30 23:59:59.999,1504123200000,4536.82000000,4579.91000000,4516.87000000,4555.14,115.48170300,1504137599999,526072.19727432,735,19.95164000,91173.83970308,0
2017-08-31 03:59:59.999,1504137600000,4555.14000000,4606.00000000,4555.14000000,4593.66,109.65088100,1504151999999,502542.55326566,814,21.24280200,97476.01131777,0
2017-08-31 07:59:59.999,1504152000000,4596.54000000,4628.12000000,4572.64000000,4592.16,102.99892500,1504166399999,473170.50313892,630,10.38480200,47821.15132303,0
2017-08-31 11:59:59.999,1504166400000,4603.58000000,4678.57000000,4572.64000000,4656.67,111.87481100,1504180799999,516656.43133365,652,21.14636300,97933.04863915,0
2017-08-31 15:59:59.999,1504180800000,4674.97000000,4685.55000000,4631.41000000,4648.82,106.99719500,1504195199999,499150.40445549,899,30.60983300,143098.32887941,0
2017-08-31 19:59:59.999,1504195200000,4648.82000000,4745.42000000,4638.98000000,4698.77,66.80316300,1504209599999,313070.97548359,603,29.56175300,138691.07484036,0
2017-08-31 23:59:59.999,1504209600000,4688.47000000,4724.89000000,4666.84000000,4724.89,58.63182700,1504223999999,275287.85633453,563,19.00177200,89322.91890262,0
2017-09-01 03:59:59.999,1504224000000,4689.89000000,4767.00000000,4689.89000000,4714.73,75.64797800,1504238399999,357791.71792980,623,23.54104800,111765.17181294,0
2017-09-01 07:59:59.999,1504238400000,4714.73000000,4734.99000000,4654.88000000,4707.5,101.22613400,1504252799999,475248.79840836,541,11.09909400,52212.74541346,0
2017-09-01 11:59:59.999,1504252800000,4715.00000000,4798.46000000,4708.09000000,4775.0,130.96665500,1504267199999,621598.36937374,810,27.87413500,132414.87942116,0
2017-09-01 15:59:59.999,1504267200000,4775.00000000,4839.92000000,4725.81000000,4803.83,68.88771200,1504281599999,328391.46774726,518,16.25931100,77822.23938244,0
2017-09-01 19:59:59.999,1504281600000,4756.46000000,4815.67000000,4738.94000000,4813.24,96.95162300,1504295999999,463263.55204882,893,14.84757000,71123.26954435,0
2017-09-01 23:59:59.999,1504296000000,4808.79000000,4885.55000000,4760.01000000,4834.91,86.98626400,1504310399999,418871.65373818,615,25.03894500,120916.12532299,0
2017-09-02 03:59:59.999,1504310400000,4796.16000000,4939.19000000,4764.88000000,4788.07,145.53852800,1504324799999,706334.73106411,1036,57.07112200,277235.82578057,0
2017-09-02 07:59:59.999,1504324800000,4765.01000000,4814.49000000,4473.35000000,4697.71,178.76960800,1504339199999,829631.97200522,1708,91.28187900,423365.20995340,0
2017-09-02 11:59:59.999,1504339200000,4701.02000000,4709.40000000,4549.77000000,4630.01,142.23987600,1504353599999,657144.19168782,1097,45.67762000,211553.37352716,0
2017-09-02 15:59:59.999,1504353600000,4669.75000000,4675.00000000,4354.61000000,4460.19,187.30448500,1504367999999,843199.13422133,1300,75.69250900,340724.58123853,0
2017-09-02 19:59:59.999,1504368000000,4465.12000000,4554.98000000,4377.43000000,4509.77,139.61552200,1504382399999,625129.00160315,980,42.65496300,190833.32959699,0
2017-09-02 23:59:59.999,1504382400000,4509.77000000,4509.96000000,4286.87000000,4472.14,135.68057600,1504396799999,596284.91423537,1354,66.82177000,294621.76532070,0
2017-09-03 03:59:59.999,1504396800000,4508.50000000,4618.40000000,4467.88000000,4569.54,112.56875800,1504411199999,512530.06458622,1012,47.18065700,215101.88523211,0
2017-09-03 07:59:59.999,1504411200000,4584.78000000,4714.76000000,4584.78000000,4620.87,119.75288400,1504425599999,558337.04935228,937,42.73811300,199571.64851088,0
2017-09-03 11:59:59.999,1504425600000,4610.52000000,4674.86000000,4456.80000000,4486.0,103.21351900,1504439999999,471069.62343805,1042,33.16705200,151307.81697271,0
2017-09-03 15:59:59.999,1504440000000,4475.23000000,4557.25000000,4298.33000000,4384.15,170.27151900,1504454399999,746548.00705860,1470,72.89517000,320462.29227562,0
2017-09-03 19:59:59.999,1504454400000,4351.02000000,4530.00000000,4345.01000000,4529.0,106.29429700,1504468799999,475155.63765136,903,32.21492800,144105.38291622,0
2017-09-03 23:59:59.999,1504468800000,4529.00000000,4583.84000000,4445.15000000,4509.08,79.11522100,1504483199999,357412.37021530,658,30.73861600,139095.66568940,0
2017-09-04 03:59:59.999,1504483200000,4505.00000000,4527.49000000,4340.50000000,4340.51,81.33112200,1504497599999,359550.90608499,773,25.24894400,111946.49421763,0
2017-09-04 07:59:59.999,1504497600000,4340.53000000,4493.15000000,4052.00000000,4186.96,275.91359400,1504511999999,1189009.11616251,1616,101.98017200,441055.13826096,0
2017-09-04 11:59:59.999,1504512000000,4102.05000000,4437.68000000,4075.00000000,4153.0,464.68003800,1504526399999,1991735.49125297,2493,216.54128300,930426.87802512,0
2017-09-04 15:59:59.999,1504526400000,4153.00000000,4311.14000000,4014.76000000,4015.03,276.24122700,1504540799999,1148497.80654432,1997,122.46421800,512214.60380079,0
2017-09-04 19:59:59.999,1504540800000,4015.03000000,4224.99000000,3972.51000000,4203.67,155.04256600,1504555199999,629753.80805287,1131,60.25440300,245807.07461521,0
2017-09-04 23:59:59.999,1504555200000,4187.00000000,4300.95000000,4100.11000000,4100.11,141.43606700,1504569599999,591400.36199208,1307,52.11183100,218912.42399693,0
2017-09-05 03:59:59.999,1504569600000,4106.97000000,4121.33000000,3603.00000000,3988.04,286.73729500,1504583999999,1124065.32804944,2349,124.31296500,491199.97879329,0
2017-09-05 07:59:59.999,1504584000000,3996.24000000,4190.40000000,3943.10000000,4190.4,213.83442100,1504598399999,863207.89625731,2062,81.51473100,329482.20367227,0
2017-09-05 11:59:59.999,1504598400000,4190.00000000,4248.60000000,4050.00000000,4246.82,222.11440900,1504612799999,920695.13763823,1777,98.20795900,407817.47862320,0
2017-09-05 15:59:59.999,1504612800000,4248.64000000,4298.00000000,4116.65000000,4151.0,245.07646500,1504627199999,1038279.28745130,1804,107.77447300,457049.63742323,0
2017-09-05 19:59:59.999,1504627200000,4140.00000000,4459.55000000,4096.06000000,4442.48,125.58457500,1504641599999,540714.49592313,1091,65.68710100,282354.63357668,0
2017-09-05 23:59:59.999,1504641600000,4442.09000000,4484.99000000,4351.01000000,4366.47,135.59099200,1504655999999,596491.04143130,1001,55.97883600,246393.90752379,0
2017-09-06 03:59:59.999,1504656000000,4366.49000000,4522.81000000,4365.73000000,4430.02,187.42056900,1504670399999,836042.03160931,2090,95.93009600,429028.95978482,0
2017-09-06 07:59:59.999,1504670400000,4448.10000000,4505.96000000,4335.26000000,4461.29,166.30794200,1504684799999,734060.92994898,1510,79.00881300,349102.46296538,0
2017-09-06 11:59:59.999,1504684800000,4476.13000000,4597.79000000,4469.82000000,4548.13,175.29482000,1504699199999,793406.98682728,1753,98.25274600,445363.81861372,0
2017-09-06 15:59:59.999,1504699200000,4544.59000000,4619.47000000,4422.28000000,4619.43,261.59679700,1504713599999,1185456.99647709,2560,144.11303000,653752.68879593,0
2017-09-06 16:00:00.000,1504713600000,4619.43000000,4619.43000000,4619.43000000,4619.43,0.00000000,1504713600000,0.00000000,0,0.00000000,0.00000000,0
2017-09-06 23:59:59.999,1504728000000,4619.43000000,4662.87000000,4610.00000000,4619.77,16.74359800,1504742399999,77379.11058057,43,5.61837800,25983.81075555,0
2017-09-07 03:59:59.999,1504742400000,4619.77000000,4661.93000000,4438.19000000,4484.03,87.17508600,1504756799999,393294.50278117,411,39.45666600,178328.66087398,0
2017-09-07 07:59:59.999,1504756800000,4489.48000000,4561.90000000,4452.00000000,4510.25,65.94424700,1504771199999,297836.04453649,431,26.34609700,119226.85336529,0
2017-09-07 11:59:59.999,1504771200000,4475.01000000,4649.92000000,4458.00000000,4613.94,92.51027700,1504785599999,422327.08597411,572,51.49474800,235606.92564684,0
2017-09-07 15:59:59.999,1504785600000,4616.79000000,4759.25000000,4587.65000000,4755.0,165.20968200,1504799999999,771294.05530707,986,80.05145100,373949.59684327,0
2017-09-07 19:59:59.999,1504800000000,4755.00000000,4788.59000000,4672.35000000,4754.21,52.12825200,1504814399999,246704.49904326,326,28.62136500,135702.13251973,0
2017-09-07 23:59:59.999,1504814400000,4716.61000000,4752.12000000,4586.13000000,4691.61,37.46243100,1504828799999,174338.94874105,344,14.71362200,68485.07432555,0
2017-09-08 03:59:59.999,1504828800000,4691.66000000,4735.39000000,4586.13000000,4605.05,45.90090300,1504843199999,212248.66521330,371,18.61278000,86010.83814007,0
2017-09-08 07:59:59.999,1504843200000,4633.47000000,4633.47000000,4587.08000000,4619.01,44.83000000,1504857599999,206873.49632987,382,16.55932100,76532.17866644,0
2017-09-08 11:59:59.999,1504857600000,4625.36000000,4699.77000000,4611.48000000,4647.53,36.30542500,1504871999999,169014.14200082,254,20.44651500,95238.48820084,0
2017-09-08 15:59:59.999,1504872000000,4653.92000000,4690.83000000,4028.93000000,4348.65,492.15534100,1504886399999,2109067.74588639,1609,216.28386400,921629.97331233,0
2017-09-08 19:59:59.999,1504886400000,4330.68000000,4396.49000000,4190.00000000,4190.01,225.12769600,1504900799999,965859.39445523,938,96.35146100,414479.93040649,0
2017-09-08 23:59:59.999,1504900800000,4195.87000000,4334.15000000,4060.00000000,4282.8,287.93568100,1504915199999,1203463.78250776,1179,97.70817800,410385.88069138,0
2017-09-09 03:59:59.999,1504915200000,4282.80000000,4338.28000000,4150.06000000,4242.01,204.10096800,1504929599999,863722.63956162,990,100.62014100,426091.93190436,0
2017-09-09 07:59:59.999,1504929600000,4254.44000000,4426.62000000,4200.02000000,4321.52,119.28349000,1504943999999,515861.57125896,694,62.31486700,270453.83645174,0
2017-09-09 11:59:59.999,1504944000000,4336.19000000,4345.38000000,4262.75000000,4327.63,59.71621000,1504958399999,257308.09212237,390,20.14807200,86958.79568024,0
2017-09-09 15:59:59.999,1504958400000,4331.82000000,4400.60000000,4245.94000000,4276.0,124.77800000,1504972799999,538079.14939324,608,59.21518300,256216.57508695,0
2017-09-09 19:59:59.999,1504972800000,4276.00000000,4281.32000000,4159.64000000,4253.7,100.39021500,1504987199999,424639.00316748,580,32.87765600,139122.59689959,0
2017-09-09 23:59:59.999,1504987200000,4267.51000000,4300.00000000,4241.25000000,4258.81,50.51406900,1505001599999,215773.01018331,515,12.81388600,54783.27172121,0
2017-09-10 03:59:59.999,1505001600000,4258.81000000,4279.70000000,4087.62000000,4144.0,97.96286900,1505015999999,408289.85255180,578,30.25345200,125781.53462997,0
2017-09-10 07:59:59.999,1505016000000,4144.00000000,4149.00000000,3801.00000000,3988.95,208.62893500,1505030399999,833080.28133361,834,67.29795000,269292.94132440,0
2017-09-10 11:59:59.999,1505030400000,3988.89000000,4100.00000000,3900.05000000,4098.79,105.95262300,1505044799999,426297.26514777,510,73.40090700,295505.69053673,0
2017-09-10 15:59:59.999,1505044800000,4069.43000000,4135.48000000,4043.17000000,4094.93,80.23849700,1505059199999,328349.09300526,448,49.59645200,203050.35686600,0
2017-09-10 19:59:59.999,1505059200000,4086.92000000,4283.00000000,4072.45000000,4274.32,103.90989800,1505073599999,437468.94007686,528,51.88642800,218825.11185864,0
2017-09-10 23:59:59.999,1505073600000,4269.36000000,4274.32000000,4100.00000000,4130.37,63.68045300,1505087999999,266886.37607681,537,19.35169800,81428.40128875,0
2017-09-11 03:59:59.999,1505088000000,4153.62000000,4334.43000000,4098.91000000,4312.05,234.25515700,1505102399999,995569.74979276,1117,116.41659300,494715.39720597,0
2017-09-11 07:59:59.999,1505102400000,4320.46000000,4325.99000000,4101.32000000,4178.73,191.22518800,1505116799999,803505.46020881,889,75.22658800,316318.58864925,0
2017-09-11 11:59:59.999,1505116800000,4186.88000000,4221.63000000,4115.39000000,4191.53,69.23985700,1505131199999,289675.95585684,581,38.76371100,162392.34254617,0
2017-09-11 15:59:59.999,1505131200000,4191.54000000,4313.18000000,4174.97000000,4251.29,88.42250700,1505145599999,375730.14714415,601,46.17504700,196230.78117173,0
2017-09-11 19:59:59.999,1505145600000,4246.43000000,4280.00000000,4158.84000000,4182.27,86.75553000,1505159999999,366294.16517112,635,30.70605800,129715.79875302,0
2017-09-11 23:59:59.999,1505160000000,4187.99000000,4225.00000000,4158.85000000,4208.47,30.09082600,1505174399999,126067.28432779,405,14.91033300,62496.80491792,0
2017-09-12 03:59:59.999,1505174400000,4208.60000000,4305.01000000,4201.90000000,4294.25,92.67635300,1505188799999,394677.90182919,1052,59.71360100,254600.82702814,0
2017-09-12 07:59:59.999,1505188800000,4294.54000000,4394.59000000,4279.77000000,4361.0,152.58768400,1505203199999,662988.89908967,1382,91.32115500,396496.93530567,0
2017-09-12 11:59:59.999,1505203200000,4361.04000000,4373.67000000,4228.50000000,4340.1,99.70079600,1505217599999,429374.12544912,782,35.23525000,151947.37555851,0
2017-09-12 15:59:59.999,1505217600000,4343.01000000,4345.92000000,4230.00000000,4258.72,189.74054300,1505231999999,808614.91910202,1327,66.54222600,283487.55445665,0
2017-09-12 19:59:59.999,1505232000000,4249.49000000,4280.00000000,4040.80000000,4165.5,284.98242900,1505246399999,1180531.31083914,1406,172.82632700,715770.32853057,0
2017-09-12 23:59:59.999,1505246400000,4158.27000000,4202.53000000,4101.69000000,4163.72,59.94251400,1505260799999,249003.46698038,552,26.14211100,108712.24549112,0
2017-09-13 03:59:59.999,1505260800000,4159.72000000,4165.38000000,3916.00000000,3936.84,186.04492700,1505275199999,748504.10483702,1105,70.73913800,285159.87154159,0
2017-09-13 07:59:59.999,1505275200000,3933.21000000,3991.01000000,3796.80000000,3933.76,193.79314600,1505289599999,756284.45117731,793,99.69416900,390072.48761102,0
2017-09-13 11:59:59.999,1505289600000,3914.01000000,3970.00000000,3820.00000000,3832.0,136.03347600,1505303999999,527009.53039618,805,36.66100400,143385.52899131,0
2017-09-13 15:59:59.999,1505304000000,3831.01000000,3976.19000000,3760.00000000,3795.0,208.44724500,1505318399999,800215.07967988,1422,57.00622000,220783.78950197,0
2017-09-13 19:59:59.999,1505318400000,3775.47000000,3991.01000000,3765.13000000,3879.81,136.24608900,1505332799999,531095.39018083,584,69.01433300,269090.55296143,0
